mountain,base_depth,region,new_snow,day,year_total
Anthony Lakes Mountain Resort,49 in.,Oregon,3 in.,"Jan 16, 2015",5 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,1 in.,"Jan 17, 2015",6 in.
Mount Ashland,49 in.,Oregon,14 in.,"Jan  1, 2010",14 in.
Mount Ashland,39 in.,Oregon,9 in.,"Jan 14, 2010",23 in.
Anthony Lakes Mountain Resort,48 in.,Oregon,2 in.,"Jan 15, 2016",10 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,1 in.,"Jan 16, 2016",11 in.
Mount Ashland,65 in.,Oregon,1 in.,"Jan  1, 2011",1 in.
Mount Ashland,59 in.,Oregon,1 in.,"Jan  9, 2011",2 in.
Anthony Lakes Mountain Resort,60 in.,Oregon,1 in.,"Jan 22, 2009",21 in.
Anthony Lakes Mountain Resort,52 in.,Oregon,2 in.,"Jan 14, 2010",36 in.
Anthony Lakes Mountain Resort,44 in.,Oregon,1 in.,"Jan 17, 2010",37 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,3 in.,"Jan 18, 2012",10 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,3 in.,"Jan 19, 2012",13 in.
Anthony Lakes Mountain Resort,56 in.,Oregon,12 in.,"Jan 11, 2013",30 in.
Willamette Pass,72 in.,Oregon,2 in.,"Jan 23, 2016",41 in.
Willamette Pass,72 in.,Oregon,2 in.,"Jan 24, 2016",43 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,2 in.,"Feb 18, 2011",11 in.
Willamette Pass,14 in.,Oregon,12 in.,"Jan 24, 2012",47 in.
Willamette Pass,14 in.,Oregon,12 in.,"Jan 25, 2012",59 in.
Willamette Pass,42 in.,Oregon,1 in.,"Feb 16, 2013",49 in.
Willamette Pass,36 in.,Oregon,1 in.,"Feb 17, 2013",50 in.
Mt. Bachelor,114 in.,Oregon,8 in.,"Feb 23, 2011",100 in.
Willamette Pass,26 in.,Oregon,1 in.,"Mar  4, 2014",72 in.
Willamette Pass,26 in.,Oregon,4 in.,"Mar  7, 2014",76 in.
Willamette Pass,72 in.,Oregon,1 in.,"Dec 30, 2015",83 in.
Mt. Bachelor,94 in.,Oregon,24 in.,"Jan 28, 2013",116 in.
Willamette Pass,33 in.,Oregon,1 in.,"Jan 24, 2009",29 in.
Willamette Pass,22 in.,Oregon,1 in.,"Jan 31, 2010",32 in.
Willamette Pass,22 in.,Oregon,1 in.,"Feb  5, 2010",33 in.
Cooper Spur,31 in.,Oregon,1 in.,"Mar 23, 2009",71 in.
Cooper Spur,31 in.,Oregon,3 in.,"Mar 29, 2009",74 in.
Mt. Bachelor,100 in.,Oregon,6 in.,"Feb  2, 2012",143 in.
Mt. Bachelor,102 in.,Oregon,6 in.,"Feb 25, 2009",75 in.
Mt. Bachelor,86 in.,Oregon,1 in.,"Feb 15, 2010",63 in.
Mt. Bachelor,40 in.,Oregon,1 in.,"Mar 22, 2015",41 in.
Mt. Bachelor,102 in.,Oregon,4 in.,"Feb 19, 2016",95 in.
Mt. Bachelor,105 in.,Oregon,1 in.,"Feb 20, 2016",96 in.
Cooper Spur,0 in.,Oregon,10 in.,"Dec 20, 2012",106 in.
Mount Ashland,49 in.,Oregon,8 in.,"Feb 13, 2009",33 in.
Mt. Bachelor,61 in.,Oregon,23 in.,"Feb  5, 2014",150 in.
Willamette Pass,50 in.,Oregon,10 in.,"Mar 22, 2011",82 in.
Willamette Pass,50 in.,Oregon,3 in.,"Mar 24, 2011",85 in.
Mount Ashland,23 in.,Oregon,19 in.,"Feb  7, 2015",19 in.
Mount Ashland,59 in.,Oregon,1 in.,"Jan  5, 2016",1 in.
Mount Ashland,58 in.,Oregon,4 in.,"Jan  9, 2016",5 in.
Mount Ashland,15 in.,Oregon,1 in.,"Jan 17, 2012",1 in.
Mount Ashland,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Mount Ashland,79 in.,Oregon,4 in.,"Jan  6, 2013",4 in.
Mount Ashland,76 in.,Oregon,5 in.,"Jan 10, 2013",9 in.
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Anthony Lakes Mountain Resort,42 in.,Oregon,5 in.,"Jan  9, 2014",11 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,1 in.,"Jan 18, 2015",7 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,1 in.,"Feb  7, 2015",8 in.
Mount Ashland,43 in.,Oregon,5 in.,"Jan 18, 2010",28 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,5 in.,"Jan 17, 2016",16 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,5 in.,"Jan 18, 2016",21 in.
Mount Ashland,41 in.,Oregon,3 in.,"Jan 30, 2011",5 in.
Mount Ashland,36 in.,Oregon,1 in.,"Feb 10, 2011",6 in.
Anthony Lakes Mountain Resort,60 in.,Oregon,1 in.,"Jan 24, 2009",22 in.
Anthony Lakes Mountain Resort,60 in.,Oregon,2 in.,"Jan 25, 2009",24 in.
Anthony Lakes Mountain Resort,44 in.,Oregon,1 in.,"Jan 18, 2010",38 in.
Anthony Lakes Mountain Resort,44 in.,Oregon,1 in.,"Jan 19, 2010",39 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,4 in.,"Jan 22, 2012",17 in.
Anthony Lakes Mountain Resort,58 in.,Oregon,2 in.,"Jan 24, 2013",32 in.
Willamette Pass,72 in.,Oregon,2 in.,"Jan 25, 2016",45 in.
Willamette Pass,58 in.,Oregon,1 in.,"Jan 29, 2016",46 in.
Anthony Lakes Mountain Resort,63 in.,Oregon,4 in.,"Feb 19, 2011",15 in.
Anthony Lakes Mountain Resort,39 in.,Oregon,9 in.,"Feb 20, 2011",24 in.
Willamette Pass,24 in.,Oregon,6 in.,"Feb 18, 2012",65 in.
Willamette Pass,24 in.,Oregon,5 in.,"Feb 19, 2012",70 in.
Willamette Pass,36 in.,Oregon,2 in.,"Feb 20, 2013",52 in.
Willamette Pass,36 in.,Oregon,4 in.,"Feb 21, 2013",56 in.
Mt. Bachelor,123 in.,Oregon,13 in.,"Feb 24, 2011",113 in.
Willamette Pass,26 in.,Oregon,3 in.,"Mar 11, 2014",79 in.
Willamette Pass,26 in.,Oregon,6 in.,"Mar 18, 2014",85 in.
Mt. Bachelor,101 in.,Oregon,5 in.,"Jan 29, 2013",121 in.
Willamette Pass,33 in.,Oregon,1 in.,"Jan 25, 2009",30 in.
Willamette Pass,22 in.,Oregon,1 in.,"Feb  7, 2010",34 in.
Cooper Spur,0 in.,Oregon,5 in.,"Nov 16, 2009",79 in.
Mt. Bachelor,99 in.,Oregon,7 in.,"Feb  8, 2012",150 in.
Mt. Bachelor,125 in.,Oregon,17 in.,"Feb 26, 2009",92 in.
Mt. Bachelor,86 in.,Oregon,7 in.,"Feb 24, 2010",70 in.
Mt. Bachelor,41 in.,Oregon,4 in.,"Mar 23, 2015",45 in.
Mt. Bachelor,105 in.,Oregon,1 in.,"Feb 22, 2016",97 in.
Cooper Spur,20 in.,Oregon,1 in.,"Dec 23, 2012",107 in.
Mount Ashland,51 in.,Oregon,4 in.,"Feb 15, 2009",37 in.
Mt. Bachelor,65 in.,Oregon,38 in.,"Feb  6, 2014",188 in.
Willamette Pass,50 in.,Oregon,3 in.,"Mar 25, 2011",88 in.
Willamette Pass,50 in.,Oregon,7 in.,"Mar 26, 2011",95 in.
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Mount Ashland,25 in.,Oregon,2 in.,"Feb  9, 2015",21 in.
Mount Ashland,24 in.,Oregon,6 in.,"Feb 27, 2015",27 in.
Mount Ashland,57 in.,Oregon,8 in.,"Jan 15, 2016",13 in.
Mount Ashland,70 in.,Oregon,2 in.,"Jan 16, 2016",15 in.
Mount Ashland,15 in.,Oregon,1 in.,"Jan 18, 2012",2 in.
Mount Ashland,17 in.,Oregon,1 in.,"Jan  9, 2014",1 in.
Mount Ashland,17 in.,Oregon,4 in.,"Jan 12, 2014",5 in.
Mount Ashland,77 in.,Oregon,7 in.,"Jan 11, 2013",16 in.
Mount Ashland,69 in.,Oregon,1 in.,"Jan 24, 2013",17 in.
Hoodoo Ski Area,67 in.,Oregon,4 in.,"Jan  1, 2009",4 in.
Hoodoo Ski Area,33 in.,Oregon,6 in.,"Jan  1, 2010",6 in.
Hoodoo Ski Area,42 in.,Oregon,1 in.,"Jan 19, 2010",7 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,2 in.,"Jan 10, 2014",13 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,1 in.,"Jan 11, 2014",14 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,3 in.,"Feb 10, 2015",11 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,1 in.,"Feb 20, 2015",12 in.
Mount Ashland,43 in.,Oregon,5 in.,"Jan 19, 2010",33 in.
Anthony Lakes Mountain Resort,52 in.,Oregon,4 in.,"Jan 19, 2016",25 in.
Anthony Lakes Mountain Resort,57 in.,Oregon,3 in.,"Jan 24, 2016",28 in.
Mount Ashland,63 in.,Oregon,5 in.,"Feb 17, 2011",11 in.
Anthony Lakes Mountain Resort,60 in.,Oregon,3 in.,"Jan 29, 2009",27 in.
Anthony Lakes Mountain Resort,44 in.,Oregon,1 in.,"Jan 21, 2010",40 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,4 in.,"Jan 23, 2012",21 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,4 in.,"Feb  2, 2012",25 in.
Anthony Lakes Mountain Resort,58 in.,Oregon,4 in.,"Jan 25, 2013",36 in.
Willamette Pass,58 in.,Oregon,8 in.,"Jan 30, 2016",54 in.
Willamette Pass,58 in.,Oregon,5 in.,"Jan 31, 2016",59 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,3 in.,"Feb 21, 2011",27 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,2 in.,"Feb 25, 2011",29 in.
Willamette Pass,24 in.,Oregon,5 in.,"Feb 20, 2012",75 in.
Willamette Pass,36 in.,Oregon,2 in.,"Feb 22, 2013",58 in.
Willamette Pass,45 in.,Oregon,2 in.,"Feb 24, 2013",60 in.
Mt. Bachelor,123 in.,Oregon,5 in.,"Feb 25, 2011",118 in.
Willamette Pass,26 in.,Oregon,6 in.,"Mar 29, 2014",91 in.
Willamette Pass,26 in.,Oregon,2 in.,"Mar 30, 2014",93 in.
Mt. Bachelor,104 in.,Oregon,1 in.,"Feb  3, 2013",122 in.
Willamette Pass,35 in.,Oregon,3 in.,"Jan 26, 2009",33 in.
Willamette Pass,22 in.,Oregon,1 in.,"Feb  8, 2010",35 in.
Cooper Spur,1 in.,Oregon,1 in.,"Nov 18, 2009",80 in.
Cooper Spur,1 in.,Oregon,3 in.,"Nov 21, 2009",83 in.
Mt. Bachelor,99 in.,Oregon,6 in.,"Feb  9, 2012",156 in.
Mt. Bachelor,126 in.,Oregon,7 in.,"Feb 27, 2009",99 in.
Mt. Bachelor,92 in.,Oregon,9 in.,"Feb 25, 2010",79 in.
Mt. Bachelor,47 in.,Oregon,5 in.,"Mar 24, 2015",50 in.
Mt. Bachelor,99 in.,Oregon,3 in.,"Feb 27, 2016",100 in.
Mt. Bachelor,99 in.,Oregon,1 in.,"Feb 28, 2016",101 in.
Cooper Spur,20 in.,Oregon,7 in.,"Dec 24, 2012",114 in.
Cooper Spur,40 in.,Oregon,4 in.,"Dec 25, 2012",118 in.
Mount Ashland,50 in.,Oregon,2 in.,"Feb 16, 2009",39 in.
Mt. Bachelor,66 in.,Oregon,37 in.,"Feb  7, 2014",225 in.
Willamette Pass,60 in.,Oregon,17 in.,"Mar 27, 2011",112 in.
Willamette Pass,55 in.,Oregon,2 in.,"Apr  2, 2011",114 in.
Hoodoo Ski Area,24 in.,Oregon,2 in.,"Jan  8, 2011",2 in.
Hoodoo Ski Area,0 in.,Oregon,1 in.,"Jan 12, 2011",3 in.
Hoodoo Ski Area,27 in.,Oregon,1 in.,"Jan  5, 2012",1 in.
Hoodoo Ski Area,0 in.,Oregon,1 in.,"Jan  3, 2014",1 in.
Hoodoo Ski Area,0 in.,Oregon,4 in.,"Jan  9, 2014",5 in.
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Meadows,Base Depth,Mt. Hood,24 hr New Snow,Date,Season Snowfall Total
Mount Ashland,27 in.,Oregon,3 in.,"Feb 28, 2015",30 in.
Mount Ashland,0 in.,Oregon,3 in.,"Dec 17, 2015",33 in.
Hoodoo Ski Area,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Mount Ashland,70 in.,Oregon,3 in.,"Jan 17, 2016",18 in.
Mount Ashland,70 in.,Oregon,14 in.,"Jan 18, 2016",32 in.
Mount Ashland,26 in.,Oregon,9 in.,"Jan 19, 2012",11 in.
Mount Ashland,17 in.,Oregon,2 in.,"Jan 30, 2014",7 in.
Mount Ashland,17 in.,Oregon,1 in.,"Feb  1, 2014",8 in.
Mount Ashland,70 in.,Oregon,3 in.,"Jan 27, 2013",20 in.
Mount Ashland,73 in.,Oregon,4 in.,"Jan 28, 2013",24 in.
Hoodoo Ski Area,55 in.,Oregon,2 in.,"Jan  2, 2009",6 in.
Hoodoo Ski Area,42 in.,Oregon,2 in.,"Jan 22, 2010",9 in.
Hoodoo Ski Area,30 in.,Oregon,4 in.,"Jan 25, 2010",13 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,4 in.,"Jan 12, 2014",18 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,3 in.,"Jan 13, 2014",21 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,3 in.,"Feb 22, 2015",15 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,3 in.,"Feb 26, 2015",18 in.
Mount Ashland,52 in.,Oregon,8 in.,"Jan 21, 2010",41 in.
Mount Ashland,54 in.,Oregon,3 in.,"Jan 22, 2010",44 in.
Anthony Lakes Mountain Resort,58 in.,Oregon,4 in.,"Jan 29, 2016",32 in.
Anthony Lakes Mountain Resort,68 in.,Oregon,15 in.,"Jan 30, 2016",47 in.
Mount Ashland,67 in.,Oregon,5 in.,"Feb 18, 2011",16 in.
Mount Ashland,66 in.,Oregon,1 in.,"Feb 19, 2011",17 in.
Anthony Lakes Mountain Resort,58 in.,Oregon,2 in.,"Feb  6, 2009",29 in.
Anthony Lakes Mountain Resort,58 in.,Oregon,6 in.,"Jan 31, 2010",46 in.
Anthony Lakes Mountain Resort,58 in.,Oregon,6 in.,"Feb  1, 2010",52 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,6 in.,"Feb 12, 2012",31 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,3 in.,"Feb 18, 2012",34 in.
Anthony Lakes Mountain Resort,56 in.,Oregon,3 in.,"Jan 26, 2013",39 in.
Willamette Pass,64 in.,Oregon,4 in.,"Feb  4, 2016",63 in.
Willamette Pass,64 in.,Oregon,4 in.,"Feb  5, 2016",67 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,6 in.,"Mar  2, 2011",35 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,2 in.,"Mar  4, 2011",37 in.
Willamette Pass,24 in.,Oregon,5 in.,"Feb 21, 2012",80 in.
Willamette Pass,24 in.,Oregon,1 in.,"Feb 23, 2012",81 in.
Willamette Pass,45 in.,Oregon,2 in.,"Feb 27, 2013",62 in.
Willamette Pass,45 in.,Oregon,1 in.,"Feb 28, 2013",63 in.
Mt. Bachelor,116 in.,Oregon,2 in.,"Feb 28, 2011",120 in.
Willamette Pass,3 in.,Oregon,1 in.,"Dec 19, 2014",94 in.
Mt. Bachelor,100 in.,Oregon,4 in.,"Feb  4, 2013",126 in.
Willamette Pass,40 in.,Oregon,7 in.,"Jan 28, 2009",40 in.
Willamette Pass,22 in.,Oregon,1 in.,"Feb  9, 2010",36 in.
Willamette Pass,22 in.,Oregon,2 in.,"Feb 11, 2010",38 in.
Mt. Bachelor,92 in.,Oregon,3 in.,"Feb 14, 2012",159 in.
Mt. Bachelor,122 in.,Oregon,6 in.,"Mar  3, 2009",105 in.
Mt. Bachelor,92 in.,Oregon,2 in.,"Feb 26, 2010",81 in.
Mt. Bachelor,47 in.,Oregon,3 in.,"Mar 25, 2015",53 in.
Mt. Bachelor,43 in.,Oregon,2 in.,"Apr  1, 2015",55 in.
Mt. Bachelor,101 in.,Oregon,2 in.,"Mar  2, 2016",103 in.
Mt. Bachelor,99 in.,Oregon,1 in.,"Mar  5, 2016",104 in.
Cooper Spur,40 in.,Oregon,15 in.,"Dec 26, 2012",133 in.
Cooper Spur,35 in.,Oregon,1 in.,"Dec 30, 2012",134 in.
Mount Ashland,50 in.,Oregon,2 in.,"Feb 17, 2009",41 in.
Mt. Bachelor,84 in.,Oregon,10 in.,"Feb  8, 2014",235 in.
Willamette Pass,55 in.,Oregon,2 in.,"Apr  3, 2011",116 in.
Willamette Pass,55 in.,Oregon,12 in.,"Apr  9, 2011",128 in.
Hoodoo Ski Area,0 in.,Oregon,5 in.,"Jan 19, 2011",8 in.
Hoodoo Ski Area,0 in.,Oregon,1 in.,"Jan 20, 2011",9 in.
Hoodoo Ski Area,27 in.,Oregon,1 in.,"Jan  6, 2012",2 in.
Hoodoo Ski Area,0 in.,Oregon,2 in.,"Jan 10, 2014",7 in.
Hoodoo Ski Area,0 in.,Oregon,8 in.,"Jan 12, 2014",15 in.
Hoodoo Ski Area,13 in.,Oregon,1 in.,"Jan 13, 2015",1 in.
Hoodoo Ski Area,1 in.,Oregon,4 in.,"Feb 10, 2015",5 in.
Hoodoo Ski Area,54 in.,Oregon,2 in.,"Jan 14, 2016",2 in.
Hoodoo Ski Area,58 in.,Oregon,1 in.,"Jan 19, 2016",3 in.
Mt. Hood Meadows,77 in.,Mt. Hood,12 in.,"Jan  1, 2009",12 in.
Mount Ashland,51 in.,Oregon,2 in.,"Dec 18, 2015",35 in.
Mount Ashland,57 in.,Oregon,11 in.,"Dec 19, 2015",46 in.
Hoodoo Ski Area,0 in.,Oregon,7 in.,"Jan 10, 2013",7 in.
Hoodoo Ski Area,0 in.,Oregon,1 in.,"Jan 11, 2013",8 in.
Mount Ashland,70 in.,Oregon,14 in.,"Jan 21, 2016",46 in.
Mount Ashland,84 in.,Oregon,5 in.,"Jan 22, 2016",51 in.
Mount Ashland,36 in.,Oregon,10 in.,"Jan 20, 2012",21 in.
Mount Ashland,17 in.,Oregon,1 in.,"Feb  3, 2014",9 in.
Mount Ashland,17 in.,Oregon,2 in.,"Feb  8, 2014",11 in.
Mount Ashland,71 in.,Oregon,3 in.,"Feb  7, 2013",27 in.
Mount Ashland,72 in.,Oregon,2 in.,"Feb  8, 2013",29 in.
Hoodoo Ski Area,55 in.,Oregon,2 in.,"Jan  3, 2009",8 in.
Hoodoo Ski Area,30 in.,Oregon,2 in.,"Jan 30, 2010",15 in.
Hoodoo Ski Area,54 in.,Oregon,4 in.,"Feb  2, 2010",19 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,8 in.,"Jan 30, 2014",29 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,3 in.,"Feb 27, 2015",21 in.
Mount Ashland,67 in.,Oregon,13 in.,"Jan 25, 2010",57 in.
Anthony Lakes Mountain Resort,68 in.,Oregon,4 in.,"Jan 31, 2016",51 in.
Anthony Lakes Mountain Resort,66 in.,Oregon,7 in.,"Feb  5, 2016",58 in.
Mount Ashland,66 in.,Oregon,2 in.,"Feb 20, 2011",19 in.
Mount Ashland,66 in.,Oregon,1 in.,"Feb 21, 2011",20 in.
Anthony Lakes Mountain Resort,59 in.,Oregon,3 in.,"Feb  7, 2009",32 in.
Anthony Lakes Mountain Resort,50 in.,Oregon,2 in.,"Feb  4, 2010",54 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,7 in.,"Feb 19, 2012",41 in.
Anthony Lakes Mountain Resort,56 in.,Oregon,2 in.,"Jan 27, 2013",41 in.
Anthony Lakes Mountain Resort,56 in.,Oregon,11 in.,"Jan 28, 2013",52 in.
Willamette Pass,64 in.,Oregon,11 in.,"Feb 19, 2016",78 in.
Willamette Pass,64 in.,Oregon,6 in.,"Feb 20, 2016",84 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,2 in.,"Mar  5, 2011",39 in.
Willamette Pass,24 in.,Oregon,1 in.,"Feb 24, 2012",82 in.
Willamette Pass,38 in.,Oregon,3 in.,"Mar  6, 2013",66 in.
Mt. Bachelor,120 in.,Oregon,6 in.,"Mar  1, 2011",126 in.
Mt. Bachelor,101 in.,Oregon,5 in.,"Feb  5, 2013",131 in.
Willamette Pass,40 in.,Oregon,9 in.,"Jan 29, 2009",49 in.
Willamette Pass,22 in.,Oregon,1 in.,"Feb 12, 2010",39 in.
Willamette Pass,24 in.,Oregon,4 in.,"Feb 14, 2010",43 in.
Mt. Bachelor,94 in.,Oregon,4 in.,"Feb 15, 2012",163 in.
Mt. Bachelor,122 in.,Oregon,1 in.,"Mar  4, 2009",106 in.
Mt. Bachelor,93 in.,Oregon,3 in.,"Feb 27, 2010",84 in.
Mt. Bachelor,45 in.,Oregon,2 in.,"Apr  6, 2015",57 in.
Mt. Bachelor,103 in.,Oregon,5 in.,"Mar  7, 2016",109 in.
Mt. Bachelor,105 in.,Oregon,5 in.,"Mar  9, 2016",114 in.
Mount Ashland,50 in.,Oregon,2 in.,"Feb 22, 2009",43 in.
Mt. Bachelor,87 in.,Oregon,2 in.,"Feb  9, 2014",237 in.
Willamette Pass,46 in.,Oregon,2 in.,"Apr 16, 2011",130 in.
Mt. Hood Meadows,Base Depth,Mt. Hood,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Meadows,Base Depth,Mt. Hood,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Meadows,Base Depth,Mt. Hood,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Meadows,Base Depth,Mt. Hood,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Meadows,Base Depth,Mt. Hood,24 hr New Snow,Date,Season Snowfall Total
Hoodoo Ski Area,0 in.,Oregon,4 in.,"Feb  8, 2011",13 in.
Hoodoo Ski Area,0 in.,Oregon,12 in.,"Feb 16, 2011",25 in.
Hoodoo Ski Area,20 in.,Oregon,1 in.,"Jan 10, 2012",3 in.
Hoodoo Ski Area,20 in.,Oregon,1 in.,"Jan 11, 2012",4 in.
Hoodoo Ski Area,0 in.,Oregon,3 in.,"Jan 30, 2014",18 in.
Hoodoo Ski Area,38 in.,Oregon,2 in.,"Dec 19, 2015",7 in.
Hoodoo Ski Area,38 in.,Oregon,7 in.,"Dec 21, 2015",14 in.
Hoodoo Ski Area,61 in.,Oregon,6 in.,"Jan 30, 2016",9 in.
Hoodoo Ski Area,59 in.,Oregon,6 in.,"Feb 19, 2016",15 in.
Mt. Hood Meadows,83 in.,Mt. Hood,15 in.,"Jan  2, 2009",27 in.
Mount Ashland,57 in.,Oregon,1 in.,"Dec 20, 2015",47 in.
Mount Ashland,63 in.,Oregon,12 in.,"Dec 22, 2015",59 in.
Hoodoo Ski Area,0 in.,Oregon,2 in.,"Jan 24, 2013",10 in.
Hoodoo Ski Area,0 in.,Oregon,1 in.,"Jan 25, 2013",11 in.
Mount Ashland,86 in.,Oregon,4 in.,"Jan 23, 2016",55 in.
Mount Ashland,86 in.,Oregon,3 in.,"Jan 24, 2016",58 in.
Mount Ashland,50 in.,Oregon,22 in.,"Jan 21, 2012",43 in.
Mount Ashland,17 in.,Oregon,3 in.,"Feb  9, 2014",14 in.
Mount Ashland,12 in.,Oregon,4 in.,"Feb 16, 2014",18 in.
Mount Ashland,75 in.,Oregon,8 in.,"Feb 21, 2013",37 in.
Mount Ashland,76 in.,Oregon,4 in.,"Feb 23, 2013",41 in.
Hoodoo Ski Area,58 in.,Oregon,6 in.,"Jan  5, 2009",14 in.
Hoodoo Ski Area,52 in.,Oregon,2 in.,"Feb  4, 2010",21 in.
Hoodoo Ski Area,52 in.,Oregon,2 in.,"Feb  5, 2010",23 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,2 in.,"Jan 31, 2014",31 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,8 in.,"Feb  1, 2014",39 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,6 in.,"Mar 23, 2015",27 in.
Anthony Lakes Mountain Resort,42 in.,Oregon,6 in.,"Mar 24, 2015",33 in.
Mount Ashland,67 in.,Oregon,13 in.,"Jan 26, 2010",70 in.
Anthony Lakes Mountain Resort,61 in.,Oregon,5 in.,"Feb 14, 2016",63 in.
Anthony Lakes Mountain Resort,68 in.,Oregon,6 in.,"Feb 20, 2016",69 in.
Mount Ashland,68 in.,Oregon,3 in.,"Feb 24, 2011",23 in.
Mount Ashland,70 in.,Oregon,7 in.,"Feb 25, 2011",30 in.
Anthony Lakes Mountain Resort,59 in.,Oregon,3 in.,"Feb  8, 2009",35 in.
Anthony Lakes Mountain Resort,51 in.,Oregon,1 in.,"Feb  5, 2010",55 in.
Anthony Lakes Mountain Resort,50 in.,Oregon,4 in.,"Feb 11, 2010",59 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,7 in.,"Feb 20, 2012",48 in.
Anthony Lakes Mountain Resort,36 in.,Oregon,6 in.,"Feb 23, 2012",54 in.
Anthony Lakes Mountain Resort,56 in.,Oregon,8 in.,"Jan 29, 2013",60 in.
Anthony Lakes Mountain Resort,60 in.,Oregon,18 in.,"Jan 30, 2013",78 in.
Willamette Pass,64 in.,Oregon,3 in.,"Feb 21, 2016",87 in.
Willamette Pass,64 in.,Oregon,2 in.,"Feb 27, 2016",89 in.
Anthony Lakes Mountain Resort,0 in.,Oregon,5 in.,"Mar  9, 2011",44 in.
Willamette Pass,24 in.,Oregon,8 in.,"Feb 25, 2012",90 in.
Willamette Pass,30 in.,Oregon,3 in.,"Mar 16, 2013",69 in.
Willamette Pass,31 in.,Oregon,2 in.,"Mar 17, 2013",71 in.
Mt. Bachelor,119 in.,Oregon,5 in.,"Mar  3, 2011",131 in.
Mt. Bachelor,103 in.,Oregon,1 in.,"Feb  6, 2013",132 in.
Willamette Pass,34 in.,Oregon,1 in.,"Feb  6, 2009",50 in.
Willamette Pass,21 in.,Oregon,6 in.,"Feb 25, 2010",49 in.
Mt. Bachelor,96 in.,Oregon,6 in.,"Feb 18, 2012",169 in.
Mt. Bachelor,133 in.,Oregon,13 in.,"Mar  6, 2009",119 in.
Mt. Bachelor,92 in.,Oregon,2 in.,"Mar  3, 2010",86 in.
Mt. Bachelor,47 in.,Oregon,3 in.,"Apr  7, 2015",60 in.
Mt. Bachelor,106 in.,Oregon,1 in.,"Mar 10, 2016",115 in.
Mt. Bachelor,107 in.,Oregon,1 in.,"Mar 11, 2016",116 in.
Mount Ashland,58 in.,Oregon,11 in.,"Feb 23, 2009",54 in.
Mt. Bachelor,83 in.,Oregon,16 in.,"Feb 10, 2014",253 in.
Willamette Pass,46 in.,Oregon,2 in.,"Apr 17, 2011",132 in.
Willamette Pass,24 in.,Oregon,22 in.,"Nov 22, 2011",154 in.
Mt. Hood Meadows,24 in.,Mt. Hood,2 in.,"Jan  7, 2014",2 in.
Mt. Hood Meadows,69 in.,Mt. Hood,4 in.,"Jan  2, 2010",4 in.
Mt. Hood Meadows,83 in.,Mt. Hood,3 in.,"Jan  9, 2011",3 in.
